turn_index,timestamp,sender,text,joy,warmth,sadness,anger,anxiety,neutral
178,2026-05-19T02:56:53,Миша,не,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
179,2026-05-19T02:56:56,Миша,билеты читать,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
180,2026-05-19T02:56:58,Эвелина,угу,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
181,2026-05-19T02:57:00,Эвелина,давай,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
182,2026-05-19T02:57:06,Миша,ты когда спать?,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
183,2026-05-19T02:57:32,Эвелина,через час гдет максимум,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
184,2026-05-19T02:57:35,Миша,оке,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
185,2026-05-19T02:57:44,Эвелина,<3,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
186,2026-05-19T02:57:46,Миша,спокойной тада,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
187,2026-05-19T02:57:48,Миша,❤️,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
188,2026-05-19T02:57:48,Эвелина,я тебя люблю,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
189,2026-05-19T02:57:51,Эвелина,доброй ночки,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
190,2026-05-19T02:58:07,Эвелина,сил завтра,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
191,2026-05-19T02:58:19,Эвелина,и удачного билета,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
192,2026-05-19T02:58:31,Миша,"cgfcb,b, ❤️",0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
193,2026-05-19T02:58:34,Миша,я тоже,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
194,2026-05-19T02:58:37,Миша,спасибао,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
195,2026-05-19T02:58:41,Миша,ыывапывлажпыапопоп,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
196,2026-05-19T13:54:33,Эвелина,ну как?,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
197,2026-05-19T13:58:52,Миша,бля ну там забавно,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
198,2026-05-19T13:59:01,Миша,был 1 фейкер,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
199,2026-05-19T13:59:03,Миша,факер,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
200,2026-05-19T13:59:13,Миша,я случайно к нему сам пошел на +w,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
201,2026-05-19T13:59:27,Эвелина,окак,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
202,2026-05-19T14:02:39,Эвелина,как же ахуенен,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
203,2026-05-19T14:02:45,Эвелина,поздравляю!!,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
204,2026-05-19T14:07:41,Миша,угу,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
205,2026-05-19T14:07:52,Миша,ну в моменте тряска кнш была,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
206,2026-05-19T14:08:36,Миша,тильтовая,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
207,2026-05-19T14:08:36,Миша,типа я сам к фейкеру пошел на ласт экзе,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
208,2026-05-19T14:08:36,Миша,по фану,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
209,2026-05-19T14:09:32,Эвелина,ну это скилл,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
210,2026-05-19T14:09:36,Эвелина,я бы так не смогла,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
211,2026-05-19T14:14:38,Эвелина,),0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
212,2026-05-19T14:14:47,Эвелина,какие планы теперь,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
213,2026-05-19T14:16:27,Миша,заснуть хз до вечера,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
214,2026-05-19T14:16:32,Миша,а вечером домашку в шад дослать,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
215,2026-05-19T14:16:36,Миша,так как дедл сегодня,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
216,2026-05-19T14:16:43,Эвелина,поняв,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
217,2026-05-19T14:16:46,Миша,мб вообще фул шад закрою вечером,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
218,2026-05-19T14:16:58,Эвелина,"а там все, конец",0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
219,2026-05-19T14:17:05,Миша,"меня в кк звали, но я чет не вывезу",0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
220,2026-05-19T14:17:21,Миша,"мне тогда сейчас надо шад делать, а я спал час",0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
221,2026-05-19T14:17:26,Эвелина,ох,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
222,2026-05-19T14:17:34,Миша,нуу,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
223,2026-05-19T14:17:36,Миша,финиш,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
224,2026-05-19T14:17:37,Миша,да,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
225,2026-05-19T14:17:43,Эвелина,конечно поспи,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
226,2026-05-19T14:17:50,Миша,"1 домашка по роботиксу, 0.5 по статам",0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
227,2026-05-19T14:26:36,Миша,у тебя как,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
228,2026-05-19T14:28:14,Эвелина,а я тока проснулась блин,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
229,2026-05-19T14:51:38,Миша,А я вот засыпаю,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
230,2026-05-19T14:51:40,Миша,аы,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
231,2026-05-19T14:51:44,Миша,какие планы,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
232,2026-05-19T14:52:45,Миша,"лан, я на часик",0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
233,2026-05-19T14:53:26,Эвелина,пральна,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
234,2026-05-19T14:53:37,Эвелина,дальше диплом тыкать,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
235,2026-05-19T14:53:44,Эвелина,вчера чет забила,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
236,2026-05-19T14:53:58,Эвелина,мб еще задачку с литкода гляну для разнообразия,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
237,2026-05-19T14:54:54,Миша,окей,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
238,2026-05-19T14:55:00,Миша,ну ты знаешь,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
239,2026-05-19T14:55:06,Миша,деньги стоят 40 тыщ,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
240,2026-05-19T14:55:10,Миша,вся эта кровь мне,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
241,2026-05-19T14:55:14,Миша,"пиши, если че",0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
242,2026-05-19T14:55:18,Миша,3 мантры,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
243,2026-05-19T14:55:19,Эвелина,угу,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
244,2026-05-19T21:10:34,Эвелина,😭😭😭😭😭😭😭😭😭,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
245,2026-05-19T21:10:42,Эвелина,навсегда без сыра с плесенью,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
246,2026-05-19T21:11:17,Миша,м(,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
247,2026-05-19T21:11:56,Эвелина,один раз блять,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
248,2026-05-19T21:12:08,Миша,что,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
249,2026-05-19T21:12:30,Эвелина,один раз можно пломбир,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
250,2026-05-19T21:12:35,Эвелина,и никогда,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
251,2026-05-19T21:12:37,Эвелина,сыр,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
252,2026-05-19T21:12:50,Миша,ну чатджибиди хуйню нести может,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
253,2026-05-19T21:13:01,Эвелина,нет все,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
254,2026-05-19T21:13:09,Эвелина,мне ничего нельзя я умру в бессырьи,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
255,2026-05-19T21:13:11,Миша,"хз не вижу, как человек может 3 месяца восстанавливаться",0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
256,2026-05-19T21:13:16,Миша,после пломбира,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
257,2026-05-19T21:13:23,Миша,типа раз в 3 месяца же,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
258,2026-05-19T21:13:35,Эвелина,не,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
259,2026-05-19T21:13:50,Эвелина,типа лучше вообще не есть,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
260,2026-05-19T21:14:03,Эвелина,но через три месяца можно один раз поесть,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
261,2026-05-19T21:14:33,Миша,один раз в какой периоз?,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
262,2026-05-19T21:17:18,Эвелина,иногда,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
263,2026-05-19T21:17:24,Эвелина,не это пиздец,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
264,2026-05-19T21:17:52,Миша,сука(,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
265,2026-05-19T21:18:09,Миша,а какой повод вообще,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
266,2026-05-19T21:18:15,Миша,поч решила потильтовать,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
267,2026-05-19T21:18:30,Миша,конкретно что-то или оверол,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
268,2026-05-19T21:18:41,Эвелина,хз во вкусвилле нашла пломбир с горгонзолой,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
269,2026-05-19T21:18:46,Эвелина,захотелось,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
270,2026-05-19T21:18:50,Эвелина,а мне нельзя,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
271,2026-05-19T21:19:25,Миша,мда,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
272,2026-05-19T21:19:37,Миша,😞,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
273,2026-05-19T21:20:51,Эвелина,на шашлыки не зовите крч,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
274,2026-05-19T21:20:58,Эвелина,острое мне тоже нельзя больше,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
275,2026-05-19T21:24:39,Миша,да хуйня это,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
276,2026-05-19T21:24:48,Миша,"все зарастет, это бред",0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
277,2026-05-19T21:29:44,Эвелина,зарастет офк,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
278,2026-05-19T21:29:51,Эвелина,но говорят не есть или не пить чето,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
279,2026-05-19T21:29:56,Эвелина,чтобы заново не ебнуло,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
280,2026-05-19T21:43:31,Миша,пф и ты поведешься,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
281,2026-05-19T21:43:39,Миша,они так говорят,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
282,2026-05-19T21:43:46,Миша,чтобы из игроков леймиков делать,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
283,2026-05-19T21:43:49,Эвелина,чтобы им больше досталось,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
284,2026-05-19T21:43:58,Эвелина,вхазпхрх,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
285,2026-05-19T21:44:22,Эвелина,очень хорошо описывает то что этот мир делает со мной,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
286,2026-05-19T21:44:27,Эвелина,да,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
287,2026-05-19T21:44:31,Эвелина,это про меня,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
288,2026-05-19T21:44:46,Миша,лошара,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
289,2026-05-19T21:44:54,Миша,я свою синюю лампочку в жопе спрятал,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
290,2026-05-19T21:45:43,Эвелина,однажды найду,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
291,2026-05-19T21:46:04,Миша,нет.,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
292,2026-05-19T21:46:25,Миша,кароче долой уныние,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
293,2026-05-19T21:46:34,Миша,блять,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
294,2026-05-19T21:46:36,Эвелина,да нет никакого уныния,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
295,2026-05-19T21:46:38,Эвелина,все збс,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
296,2026-05-19T21:46:41,Миша,ты должна шокировать свой организм,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
297,2026-05-19T21:46:51,Миша,к лету пойдем черный черепок пить,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
298,2026-05-19T21:46:54,Миша,панкреатит охуеет,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
299,2026-05-19T21:46:58,Миша,и убежит,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
300,2026-05-19T21:46:59,Миша,.,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
301,2026-05-19T21:47:05,Эвелина,вхаххахахахпхп,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
302,2026-05-19T21:48:26,Миша,ты кста оч нишевая с ним,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
303,2026-05-19T21:49:31,Эвелина,вот это меня ждет,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
304,2026-05-19T21:49:31,Эвелина,"Завтрак: манка со сливочным маслом

Перекус: тост с маслом и сыром

Обед: морковь и лук, пекинскую капусту, нарезать и выложить на дно кастрюли, залить половиной стакана воды, выложить шарики из фарша индейки, потушить под крышкой на маленьком огне пол часа. Затем добавить сметаны пол стакана, укроп, перемешать и снять с огня. На гарнир рис. 

Ужин: омлет, черри и огурцы с оливковым маслом",0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
305,2026-05-19T21:50:34,Эвелина,"Хорошей погоды хватило на 3 дня, дождь весь день, даже не погулять 🙄 

Завтрак: кисель изотова, тост с адыгейским сыром

Перекус: печенье из моркови с курагой, мягкий творог. Печенье в этот раз сделала из жмыха на кисель изотова, очень удачно, еще вкуснее стали, более влажные

Обед: винегрет, печенье мария

Ужин: суп-пюре из чечевицы: 1/4 стакана чечевицы замочить в воде на ночь. Сложить в кастрюлю набухшую чечевицу, 1/2 лука, 1/2 моркови, 1 картофель и залить водой (чтобы покрывало все содержимое, но не сильно много). Варить до готовности, я использую режим ""суп"" в мультиварке - 1 час готовит. Затем блендировать до однородности, добавить соль, прованские травы, куркуму. Сверху оливковое масло и семечки немного

Да, бобовые сложный продукт,но если их замочить и хорошо разварить, то все хорошо у меня. Только фасоль осталась в стоп листе, там сколько не вари, все равно чувствуется,что чуть не то что-то потом.",0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
306,2026-05-19T21:50:54,Эвелина,блять ряльна кисель,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
307,2026-05-19T21:50:54,Эвелина,"Очень хорошо сегодня выспались! Я с 4 мая в отпуске🤩 я уже почти забыла,что значит это слово. Как раз есть несколько рецептов на пробу, до которых руки не доходят сейчас

Завтрак: кисель изотова, тост с маслом и легким сыром

Перекус: полента на молоке со сливочным маслом

Обед: винегрет (картошка, морковка, свекла, квашеная капуста, оливковое масло). Печенье мария

Ужин: запеканка",0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
308,2026-05-19T21:51:18,Миша,ебать,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
309,2026-05-19T21:51:29,Миша,она там по вайбу к месячному запою здоровье копит или что,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
310,2026-05-19T21:51:36,Миша,или к 1 сыру с плесенью,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
311,2026-05-19T21:52:20,Эвелина,это просто чтобы рецидива не было,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
312,2026-05-19T22:00:25,Эвелина,воть,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
313,2026-05-19T22:04:54,Миша,😩,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
314,2026-05-19T22:12:10,Эвелина,из-за этого же от яиц все это время плохо было,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
315,2026-05-19T22:12:37,Эвелина,кто бы мне раньше это сказал,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
316,2026-05-19T22:12:51,Миша,эхх,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
317,2026-05-19T22:12:58,Миша,вотоно как,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
318,2026-05-19T22:49:05,Миша,че делаешь,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
319,2026-05-19T22:59:28,Миша,чет в голос,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
320,2026-05-19T23:43:52,Эвелина,вхвххахпхп,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
321,2026-05-19T23:44:10,Эвелина,фильм смотрели,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
322,2026-05-19T23:45:06,Эвелина,я груши приготовила печеные,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
323,2026-05-19T23:45:30,Эвелина,мб ленивые вареники сделать на утро,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
324,2026-05-19T23:45:55,Эвелина,"с другой стороны рил начну правильно питаться, это хорошо",0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
325,2026-05-19T23:46:04,Эвелина,"только за сыр с плесенью обидно, я его очень люблю",0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
326,2026-05-19T23:46:13,Эвелина,но может и можно будет кушать,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
327,2026-05-19T23:46:19,Эвелина,мне вроде не плохо от него,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
328,2026-05-19T23:46:25,Эвелина,ну просто от сыра мне не плохо,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
329,2026-05-19T23:46:35,Миша,да хуйня это все,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
330,2026-05-19T23:46:39,Миша,в плане,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
331,2026-05-19T23:46:45,Эвелина,нене не хуйн,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
332,2026-05-19T23:46:49,Миша,злоупотреблять не надо да,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
333,2026-05-19T23:46:49,Эвелина,я так не хочу больше,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
334,2026-05-19T23:46:56,Миша,но почучут можно будет все,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
335,2026-05-19T23:46:56,Эвелина,я злоупотребляла?,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
